200	50	50
200	75	75
200	75	75
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	0	0
200	0	0
200	0	0
200	0	0
200	50	50
200	50	50
200	50	50
200	50	50
200	50	50
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
200	50	50
150	50	0
100	50	-50
100	75	-25
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
200	25	25
200	25	25
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
150	50	0
150	50	0
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
200	50	50
200	75	75
200	75	75
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
150	25	-25
150	50	0
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	50	50
200	50	50
200	75	75
200	75	75
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	0	0
200	0	0
200	0	0
200	0	0
200	50	50
200	50	50
200	50	50
200	75	75
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
150	50	0
150	50	0
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
150	50	0
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	50	50
200	50	50
200	75	75
200	75	75
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
200	25	25
200	50	50
200	50	50
200	75	75
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	0	0
200	0	0
200	0	0
200	0	0
200	50	50
200	50	50
200	50	50
200	75	75
200	75	75
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
200	50	50
150	50	0
150	50	0
150	50	0
150	50	0
150	50	0
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	50	50
200	50	50
200	50	50
200	75	75
200	75	75
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	50	50
200	50	50
200	75	75
200	75	75
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	50	50
200	50	50
200	50	50
200	75	75
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
150	50	0
100	75	-25
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
150	25	-25
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
200	75	75
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
150	50	0
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
150	25	-25
150	50	0
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	50	50
200	50	50
150	75	25
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	50	50
200	50	50
200	50	50
200	75	75
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
150	50	0
150	50	0
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	50	50
200	50	50
200	75	75
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
200	25	25
200	25	25
200	75	75
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
200	50	50
200	50	50
200	75	75
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	0	0
200	0	0
200	0	0
200	0	0
200	50	50
200	50	50
200	75	75
200	75	75
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	50	50
200	50	50
200	50	50
150	75	25
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
150	25	-25
150	25	-25
150	25	-25
100	50	-50
100	50	-50
100	50	-50
100	75	-25
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
200	50	50
200	50	50
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
150	25	-25
150	25	-25
150	50	0
150	75	25
100	75	-25
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
200	50	50
150	50	0
150	50	0
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
200	25	25
150	50	0
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
150	50	0
100	50	-50
100	75	-25
100	75	-25
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
200	25	25
150	50	0
150	75	25
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
200	50	50
200	50	50
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	50	50
200	50	50
200	75	75
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
150	50	0
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
200	50	50
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	50	50
200	50	50
200	75	75
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
200	25	25
200	75	75
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
200	25	25
150	50	0
150	50	0
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
150	25	-25
150	50	0
150	50	0
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
200	50	50
200	75	75
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
150	50	0
150	50	0
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
150	25	-25
150	25	-25
100	50	-50
100	50	-50
100	75	-25
100	75	-25
50	75	-75
50	100	-50
50	100	-50
50	100	-50
50	100	-50
50	100	-50
50	100	-50
50	100	-50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
150	50	0
150	50	0
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
200	75	75
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
150	50	0
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
200	50	50
200	75	75
200	75	75
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
200	50	50
200	50	50
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
150	50	0
150	75	25
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
150	50	0
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
200	50	50
150	50	0
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
150	50	0
150	50	0
150	50	0
150	50	0
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
150	50	0
150	50	0
100	50	-50
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
150	50	0
150	50	0
150	50	0
100	75	-25
100	75	-25
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
200	50	50
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	75	75
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
150	50	0
150	50	0
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
200	75	75
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
200	50	50
200	50	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
200	50	50
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
150	50	0
150	50	0
150	50	0
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
150	50	0
150	50	0
150	50	0
100	75	-25
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
150	75	25
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	50	50
150	50	0
150	50	0
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
150	25	-25
100	25	-75
100	50	-50
100	50	-50
50	50	-100
50	75	-75
50	75	-75
50	75	-75
50	75	-75
50	100	-50
50	100	-50
50	100	-50
50	100	-50
50	100	-50
50	100	-50
50	100	-50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
150	50	0
150	50	0
150	50	0
150	50	0
150	50	0
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
200	50	50
200	50	50
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
200	50	50
150	75	25
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
150	50	0
150	50	0
150	50	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
200	0	0
200	0	0
200	0	0
200	0	0
200	50	50
200	50	50
200	75	75
200	75	75
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	50	50
200	50	50
200	75	75
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
150	50	0
150	50	0
150	75	25
150	75	25
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	50	50
200	50	50
200	75	75
200	75	75
200	75	75
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	50	50
200	50	50
200	50	50
200	75	75
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	50	50
200	50	50
200	50	50
150	50	0
150	75	25
150	75	25
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	25	25
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
150	50	0
150	50	0
100	75	-25
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
100	100	0
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
200	50	50
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	100	100
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
200	50	50
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
200	50	50
150	50	0
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
200	50	50
200	50	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
200	50	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
200	50	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
150	50	0
150	50	0
150	75	25
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
150	100	50
200	0	0
200	0	0
200	0	0
200	0	0
200	0	0
200	25	25
200	25	25
200	50	50
200	50	50
